0,0,0,0,0,0,1661254419205836
0,0,0,0,0,0,1661254419213962
0,0,0,0,0,0,1661254419222088
0,0,0,0,0,0,1661254419230236
0,0,0,0,0,0,1661254419238372
0,0,0,0,0,0,1661254419246515
0,0,0,0,0,0,1661254419254652
0,0,0,0,0,0,1661254419262797
0,0,0,0,0,0,1661254419270941
0,0,0,0,0,0,1661254419279078
0,0,0,0,0,0,1661254419287207
0,0,0,0,0,0,1661254419295337
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419303465
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419311603
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419319731
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419327883
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419335953
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419344025
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419352097
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419360161
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419368233
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419376370
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419384442
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419392512
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419400579
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419408650
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419416710
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419424778
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419432841
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419440918
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419448993
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419457068
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419465143
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419473218
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419481342
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419489465
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419497593
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419505720
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419513846
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419521975
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419530098
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419538223
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419546302
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419554386
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419562515
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419570638
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419578762
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419586884
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419595010
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419603140
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419611265
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419619392
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419627520
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419635647
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419643772
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419651900
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419660025
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419668155
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419676284
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419684420
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419692495
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419700570
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419708644
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419716719
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419724794
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419732868
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419740942
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419749017
-0.000718625,-1.54775,0.0159174,7.9901e-05,8.87791e-06,4.43896e-05,1661254419757091
